Time	Block_X	Block_Y	Block_Z	Rotation	
0.2085	0	0.2862572	1	0.3951371	
0.209	0	0.2852321	1	0.3961352	
0.2095	0	0.2842045	1	0.3971333	
0.21	0	0.2831745	1	0.3981314	
0.2105	0	0.282142	1	0.3991294	
0.211	0	0.281107	1	0.4001275	
0.2115	0	0.2800696	1	0.4011256	
0.212	0	0.2790297	1	0.4021237	
0.2125	0	0.2779874	1	0.4031217	
0.213	0	0.2769426	1	0.4041198	
0.2135	0	0.2758954	1	0.4051179	
0.214	0	0.2748457	1	0.406116	
0.2145	0	0.2737936	1	0.4071141	
0.215	0	0.2727391	1	0.4081122	
0.2155	0	0.271682	1	0.4091102	
0.216	0	0.2706226	1	0.4101083	
0.2165	0	0.2695606	1	0.4111064	
0.217	0	0.2684962	1	0.4121045	
0.2175	0	0.2674294	1	0.4131026	
0.218	0	0.2663601	1	0.4141007	
0.2185	0	0.2652884	1	0.4150988	
0.219	0	0.2642142	1	0.4160969	
0.2195	0	0.2631375	1	0.4170949	
0.22	0	0.2620584	1	0.4180931	
0.2205	0	0.2609769	1	0.4190911	
0.221	0	0.2598929	1	0.4200892	
0.2215	0	0.2588064	1	0.4210873	
0.222	0	0.2577175	1	0.4220854	
0.2225	0	0.2566261	1	0.4230835	
0.223	0	0.2555323	1	0.4240816	
0.2235	0	0.254436	1	0.4250797	
0.224	0	0.2533373	1	0.4260778	
0.2245	0	0.2522362	1	0.4270759	
0.225	0	0.2511325	1	0.428074	
0.2255	0	0.2500264	1	0.4290721	
0.226	0	0.2489179	1	0.4300702	
0.2265	0	0.2478069	1	0.4310683	
0.227	0	0.2466935	1	0.4320664	
0.2275	0	0.2455776	1	0.4330645	
0.228	0	0.2444593	1	0.4340626	
0.2285	0	0.2433385	1	0.4350607	
0.229	0	0.2422152	1	0.4360588	
0.2295	0	0.2410895	1	0.437057	
0.23	0	0.2399614	1	0.4380551	
0.2305	0	0.2388308	1	0.4390532	
0.231	0	0.2376977	1	0.4400513	
0.2315	0	0.2365622	1	0.4410494	
0.232	0	0.2354243	1	0.4420475	
0.2325	0	0.2342838	1	0.4430456	
0.233	0	0.233141	1	0.4440438	
0.2335	0	0.2319957	1	0.4450419	
0.234	0	0.2308479	1	0.44604	
0.2345	0	0.2296977	1	0.4470381	
0.235	0	0.228545	1	0.4480362	
0.2355	0	0.2273899	1	0.4490343	
