Time	Block_X	Block_Y	Block_Z	Rotation	
0.1985	0.0837618	0.826023	-0.09893795	0.3767572	
0.199	0.08274682	0.8252442	-0.09971005	0.3777546	
0.1995	0.08173066	0.8244645	-0.100486	0.3787521	
0.2	0.08071333	0.8236839	-0.1012658	0.3797495	
0.2005	0.07969486	0.8229023	-0.1020494	0.380747	
0.201	0.07867523	0.8221197	-0.1028368	0.3817444	
0.2015	0.0776545	0.8213363	-0.1036282	0.3827419	
0.202	0.07663263	0.8205518	-0.1044234	0.3837394	
0.2025	0.07560968	0.8197665	-0.1052225	0.3847368	
0.203	0.07458563	0.8189802	-0.1060254	0.3857343	
0.2035	0.07356051	0.8181931	-0.1068323	0.3867318	
0.204	0.07253434	0.817405	-0.1076431	0.3877292	
0.2045	0.07150712	0.8166161	-0.1084577	0.3887267	
0.205	0.07047886	0.8158264	-0.1092763	0.3897242	
0.2055	0.06944958	0.8150356	-0.1100987	0.3907216	
0.206	0.0684193	0.8142441	-0.1109251	0.3917191	
0.2065	0.06738803	0.8134517	-0.1117554	0.3927166	
0.207	0.06635578	0.8126584	-0.1125897	0.3937141	
0.2075	0.06532257	0.8118643	-0.1134279	0.3947116	
0.208	0.0642884	0.8110693	-0.11427	0.3957091	
0.2085	0.06325331	0.8102736	-0.1151161	0.3967066	
0.209	0.06221728	0.809477	-0.1159661	0.3977041	
0.2095	0.06118035	0.8086796	-0.1168201	0.3987016	
0.21	0.06014252	0.8078815	-0.1176781	0.3996991	
0.2105	0.05910382	0.8070825	-0.11854	0.4006966	
0.211	0.05806425	0.8062827	-0.1194059	0.4016941	
0.2115	0.05702383	0.8054821	-0.1202758	0.4026917	
0.212	0.05598257	0.8046808	-0.1211497	0.4036892	
0.2125	0.05494048	0.8038788	-0.1220276	0.4046867	
0.213	0.05389759	0.8030759	-0.1229095	0.4056842	
0.2135	0.0528539	0.8022723	-0.1237954	0.4066818	
0.214	0.05180944	0.801468	-0.1246853	0.4076793	
0.2145	0.0507642	0.800663	-0.1255792	0.4086769	
0.215	0.04971822	0.7998573	-0.1264772	0.4096744	
0.2155	0.0486715	0.7990507	-0.1273792	0.410672	
0.216	0.04762405	0.7982436	-0.1282852	0.4116695	
0.2165	0.0465759	0.7974357	-0.1291952	0.4126671	
0.217	0.04552706	0.7966272	-0.1301093	0.4136646	
0.2175	0.04447754	0.795818	-0.1310274	0.4146622	
0.218	0.04342736	0.7950081	-0.1319496	0.4156598	
0.2185	0.04237652	0.7941975	-0.1328759	0.4166574	
0.219	0.04132506	0.7933863	-0.1338062	0.417655	
0.2195	0.04027297	0.7925744	-0.1347406	0.4186526	
